time,open,high,low,close,Volume,Volume MA
1971-01-03T17:00:00-05:00,1.0109,1.0109,1.0109,1.0109,0,NaN
1971-01-04T17:00:00-05:00,1.0102,1.0102,1.0102,1.0102,0,NaN
1971-01-05T17:00:00-05:00,1.0106,1.0106,1.0106,1.0106,0,NaN
1971-01-06T17:00:00-05:00,1.0148,1.0148,1.0148,1.0148,0,NaN
1971-01-07T17:00:00-05:00,1.0154,1.0154,1.0154,1.0154,0,NaN
1971-01-10T17:00:00-05:00,1.0159,1.0159,1.0159,1.0159,0,NaN
1971-01-11T17:00:00-05:00,1.013,1.013,1.013,1.013,0,NaN
1971-01-12T17:00:00-05:00,1.0122,1.0122,1.0122,1.0122,0,NaN
1971-01-13T17:00:00-05:00,1.0133,1.0133,1.0133,1.0133,0,NaN
1971-01-14T17:00:00-05:00,1.0135,1.0135,1.0135,1.0135,0,NaN
1971-01-17T17:00:00-05:00,1.0126,1.0126,1.0126,1.0126,0,NaN
1971-01-18T17:00:00-05:00,1.0111,1.0111,1.0111,1.0111,0,NaN
1971-01-19T17:00:00-05:00,1.0115,1.0115,1.0115,1.0115,0,NaN
1971-01-20T17:00:00-05:00,1.0109,1.0109,1.0109,1.0109,0,NaN
1971-01-21T17:00:00-05:00,1.0117,1.0117,1.0117,1.0117,0,NaN
1971-01-24T17:00:00-05:00,1.0111,1.0111,1.0111,1.0111,0,NaN
1971-01-25T17:00:00-05:00,1.0107,1.0107,1.0107,1.0107,0,NaN
1971-01-26T17:00:00-05:00,1.0101,1.0101,1.0101,1.0101,0,NaN
1971-01-27T17:00:00-05:00,1.009,1.009,1.009,1.009,0,NaN
1971-01-28T17:00:00-05:00,1.008,1.008,1.008,1.008,0,0
1971-01-31T17:00:00-05:00,1.0076,1.0076,1.0076,1.0076,0,0
1971-02-01T17:00:00-05:00,1.0087,1.0087,1.0087,1.0087,0,0
1971-02-02T17:00:00-05:00,1.0085,1.0085,1.0085,1.0085,0,0
1971-02-03T17:00:00-05:00,1.0078,1.0078,1.0078,1.0078,0,0
1971-02-04T17:00:00-05:00,1.0078,1.0078,1.0078,1.0078,0,0
1971-02-07T17:00:00-05:00,1.0083,1.0083,1.0083,1.0083,0,0
1971-02-08T17:00:00-05:00,1.0083,1.0083,1.0083,1.0083,0,0
1971-02-09T17:00:00-05:00,1.0086,1.0086,1.0086,1.0086,0,0
1971-02-10T17:00:00-05:00,1.0086,1.0086,1.0086,1.0086,0,0
1971-02-15T17:00:00-05:00,1.0084,1.0084,1.0084,1.0084,0,0
1971-02-16T17:00:00-05:00,1.0087,1.0087,1.0087,1.0087,0,0
1971-02-17T17:00:00-05:00,1.0076,1.0076,1.0076,1.0076,0,0
1971-02-18T17:00:00-05:00,1.0066,1.0066,1.0066,1.0066,0,0
1971-02-21T17:00:00-05:00,1.0043,1.0043,1.0043,1.0043,0,0
1971-02-22T17:00:00-05:00,1.0035,1.0035,1.0035,1.0035,0,0
1971-02-23T17:00:00-05:00,1.0075,1.0075,1.0075,1.0075,0,0
1971-02-24T17:00:00-05:00,1.0066,1.0066,1.0066,1.0066,0,0
1971-02-25T17:00:00-05:00,1.007,1.007,1.007,1.007,0,0
1971-02-28T17:00:00-05:00,1.0076,1.0076,1.0076,1.0076,0,0
1971-03-01T17:00:00-05:00,1.0071,1.0071,1.0071,1.0071,0,0
1971-03-02T17:00:00-05:00,1.0073,1.0073,1.0073,1.0073,0,0
1971-03-03T17:00:00-05:00,1.0064,1.0064,1.0064,1.0064,0,0
1971-03-04T17:00:00-05:00,1.0047,1.0047,1.0047,1.0047,0,0
1971-03-07T17:00:00-05:00,1.003,1.003,1.003,1.003,0,0
1971-03-08T17:00:00-05:00,1.004,1.004,1.004,1.004,0,0
1971-03-09T17:00:00-05:00,1.0036,1.0036,1.0036,1.0036,0,0
1971-03-10T17:00:00-05:00,1.0049,1.0049,1.0049,1.0049,0,0
1971-03-11T17:00:00-05:00,1.0056,1.0056,1.0056,1.0056,0,0
1971-03-14T17:00:00-05:00,1.0059,1.0059,1.0059,1.0059,0,0
1971-03-15T17:00:00-05:00,1.0052,1.0052,1.0052,1.0052,0,0
1971-03-16T17:00:00-05:00,1.0056,1.0056,1.0056,1.0056,0,0
1971-03-17T17:00:00-05:00,1.0065,1.0065,1.0065,1.0065,0,0
1971-03-18T17:00:00-05:00,1.0077,1.0077,1.0077,1.0077,0,0
