time,open,high,low,close,Volume,Volume MA
2004-01-01T17:00:00-05:00,1.2594,1.263,1.2516,1.2594,0,NaN
2004-01-02T13:00:00-05:00,1.2594,1.2598,1.258,1.2592,0,NaN
2004-01-04T17:00:00-05:00,1.2608,1.2696,1.2608,1.2666,0,NaN
2004-01-05T13:00:00-05:00,1.2666,1.2687,1.2655,1.2676,0,NaN
2004-01-05T17:00:00-05:00,1.2676,1.281,1.2665,1.2763,0,NaN
2004-01-06T13:00:00-05:00,1.2763,1.2771,1.2723,1.2726,0,NaN
2004-01-06T17:00:00-05:00,1.2726,1.2742,1.2645,1.2651999999999999,0,NaN
2004-01-07T13:00:00-05:00,1.2651999999999999,1.2658,1.2619,1.2625,0,NaN
2004-01-07T17:00:00-05:00,1.2625,1.278,1.2558,1.2758,0,NaN
2004-01-08T13:00:00-05:00,1.2758,1.2775,1.2743,1.2775,0,NaN
2004-01-08T17:00:00-05:00,1.2775,1.2868,1.2701,1.2841,0,NaN
2004-01-09T13:00:00-05:00,1.2841,1.2849,1.2825,1.2842,0,NaN
2004-01-11T17:00:00-05:00,1.2841,1.2897,1.2752999999999999,1.2758,0,NaN
2004-01-12T13:00:00-05:00,1.2758,1.2767,1.2734,1.2735,0,NaN
2004-01-12T17:00:00-05:00,1.2735,1.2796,1.2711,1.275,0,NaN
2004-01-13T13:00:00-05:00,1.275,1.2774,1.2736,1.2766,0,NaN
2004-01-13T17:00:00-05:00,1.2766,1.2788,1.2628,1.2685,0,NaN
2004-01-14T13:00:00-05:00,1.2685,1.2686,1.2641,1.2645,0,NaN
2004-01-14T17:00:00-05:00,1.2645,1.2671999999999999,1.2569,1.2570999999999999,0,NaN
2004-01-15T13:00:00-05:00,1.2570999999999999,1.2590999999999999,1.2561,1.2589,0,0
2004-01-15T17:00:00-05:00,1.2589,1.2609,1.2351,1.2371,0,0
2004-01-16T13:00:00-05:00,1.2371,1.2379,1.2367,1.2372,0,0
2004-01-18T17:00:00-05:00,1.2382,1.2423,1.2332,1.2361,0,0
2004-01-19T13:00:00-05:00,1.2361,1.2365,1.2345,1.2356,0,0
2004-01-19T17:00:00-05:00,1.2356,1.2595,1.2345,1.2572,0,0
2004-01-20T13:00:00-05:00,1.2572,1.2598,1.2561,1.2595,0,0
2004-01-20T17:00:00-05:00,1.2595,1.2671999999999999,1.2549,1.2641,0,0
2004-01-21T13:00:00-05:00,1.2641,1.265,1.2621,1.2637,0,0
2004-01-21T17:00:00-05:00,1.2637,1.2751,1.2633,1.2705,0,0
2004-01-22T13:00:00-05:00,1.2705,1.2737,1.2698,1.2729,0,0
2004-01-22T17:00:00-05:00,1.2729,1.2775,1.2565,1.2586,0,0
2004-01-23T13:00:00-05:00,1.2586,1.26,1.2579,1.2587,0,0
2004-01-25T17:00:00-05:00,1.2576,1.2614,1.2477,1.2482,0,0
2004-01-26T13:00:00-05:00,1.2482,1.2491,1.2455,1.2468,0,0
2004-01-26T17:00:00-05:00,1.2468,1.2651999999999999,1.2439,1.2631,0,0
2004-01-27T13:00:00-05:00,1.2631,1.2664,1.2622,1.2641,0,0
2004-01-27T17:00:00-05:00,1.2641,1.2643,1.2542,1.2634,0,0
2004-01-28T13:00:00-05:00,1.2634,1.2639,1.2406,1.2422,0,0
2004-01-28T17:00:00-05:00,1.2422,1.2528,1.2362,1.238,0,0
2004-01-29T13:00:00-05:00,1.238,1.2417,1.2377,1.2405,0,0
2004-01-29T17:00:00-05:00,1.2405,1.2492,1.2348999999999999,1.2473,0,0
2004-01-30T13:00:00-05:00,1.2473,1.2477,1.2449,1.2474,0,0
2004-02-01T17:00:00-05:00,1.2474,1.2487,1.2389999999999999,1.2409999999999999,0,0
2004-02-02T13:00:00-05:00,1.2409999999999999,1.2443,1.2396,1.2439,0,0
2004-02-02T17:00:00-05:00,1.2439,1.2598,1.2415,1.2528,0,0
2004-02-03T13:00:00-05:00,1.2528,1.2550999999999999,1.2525,1.2543,0,0
2004-02-03T17:00:00-05:00,1.2543,1.2561,1.2496,1.2543,0,0
2004-02-04T13:00:00-05:00,1.2543,1.2550999999999999,1.2526,1.2536,0,0
2004-02-04T17:00:00-05:00,1.2536,1.2637,1.252,1.2563,0,0
2004-02-05T13:00:00-05:00,1.2563,1.2563,1.2533,1.2554,0,0
2004-02-05T17:00:00-05:00,1.2554,1.2725,1.2510999999999999,1.2696,0,0
2004-02-06T13:00:00-05:00,1.2696,1.2705,1.269,1.2702,0,0
2004-02-08T17:00:00-05:00,1.2616,1.2763,1.2605,1.2685,0,0
2004-02-09T13:00:00-05:00,1.2685,1.2701,1.2673,1.2695,0,0
2004-02-09T17:00:00-05:00,1.2695,1.2789,1.2682,1.2703,0,0
2004-02-10T13:00:00-05:00,1.2703,1.2717,1.2666,1.2682,0,0
2004-02-10T17:00:00-05:00,1.2682,1.2837,1.2647,1.281,0,0
2004-02-11T13:00:00-05:00,1.281,1.2846,1.2804,1.2842,0,0
2004-02-11T17:00:00-05:00,1.2842,1.2844,1.2787,1.2808,0,0
2004-02-12T13:00:00-05:00,1.2808,1.2819,1.2791,1.2816,0,0
2004-02-12T17:00:00-05:00,1.2816,1.2893,1.2716,1.2743,0,0
2004-02-13T13:00:00-05:00,1.2743,1.2749,1.2733,1.274,0,0
2004-02-15T17:00:00-05:00,1.2728,1.2788,1.2717,1.2769,0,0
2004-02-16T13:00:00-05:00,1.2769,1.2779,1.2762,1.2763,0,0
2004-02-16T17:00:00-05:00,1.2763,1.2876,1.2756,1.2841,0,0
2004-02-17T13:00:00-05:00,1.2841,1.2858,1.2831,1.2854,0,0
2004-02-17T17:00:00-05:00,1.2854,1.2928,1.273,1.273,0,0
2004-02-18T13:00:00-05:00,1.273,1.274,1.2661,1.2698,0,0
2004-02-18T17:00:00-05:00,1.2698,1.2736,1.2647,1.2706,0,0
2004-02-19T13:00:00-05:00,1.2706,1.2746,1.2681,1.2736,0,0
2004-02-19T17:00:00-05:00,1.2736,1.2767,1.2493,1.252,0,0
2004-02-20T13:00:00-05:00,1.252,1.2539,1.25,1.2523,0,0
2004-02-22T17:00:00-05:00,1.2517,1.2595,1.2449,1.2536,0,0
2004-02-23T13:00:00-05:00,1.2536,1.2578,1.252,1.2574,0,0
2004-02-23T17:00:00-05:00,1.2574,1.271,1.2523,1.2695,0,0
2004-02-24T13:00:00-05:00,1.2695,1.2713,1.2675,1.2681,0,0
2004-02-24T17:00:00-05:00,1.2681,1.2706,1.2476,1.2503,0,0
